scope,key,en-US,fr-FR,ru-RU,comment
Strings,InlineSlit.PieceCount,Piece Count,Nombre de pièces requis,Требуемое количество блоков,
Strings,InlineSlit.SheetWidth,Sheet Width,Largeur de plaque entière,Общая ширина листа,
Strings,InlineSlit.Title,Inline Slit,Refendage en cours,Резка во время гибки,
Strings,Language.Display.EnUs,English,English,English,
Strings,Language.Display.ZhCn,Chinese,Chinois,中文,
Strings,Library.CustomerLabel,Customer:,Client :,Клиент:,
Strings,Library.Delete,Delete,Effacer,Очистить,
Strings,Library.DxfDialog.Filter,DXF files (*.dxf)|*.dxf,Fichiers DXF (*.dxf)|*.dxf,Файлы DXF (.dxf)|.dxf,
Strings,Library.DxfDialog.Title,Select DXF File,Sélectionner un fichier DXF,Выберите DXF-файл,
Strings,Library.FolderDialog.Description,Please Select a Folder,Veuillez sélectionner un dossier,"Пожалуйста, выберите папку",
Strings,Library.ImportDxf,LOAD DXF ,Importer DXF,Импорт DXF,
Strings,Library.LengthLabel,Length:,Longueur :,Длина:,
Strings,Library.Log.CreateFileError,An error occurred while creating a new file: {0},Erreur lors de la création du nouveau fichier : {0},Ошибка при создании нового файла: {0},
Strings,Library.Log.FileCreated,The new file has been successfully created and saved.,Le nouveau fichier a été créé et enregistré avec succès.,Новый файл успешно создан и сохранён.,
Strings,Library.Log.FileOverwritten,The file has been saved and overwritten with its original content.,Fichier enregistré et contenu écrasé.,Файл сохранён с перезаписью.,
Strings,Library.Log.SaveFileError,An error occurred while saving the file: {0},Erreur lors de l'enregistrement du fichier : {0},Ошибка при сохранении файла: {0},
Strings,Library.MaterialLabel,Material:,Matériau :,Материал:,
Strings,Library.Message.DeleteFileError,Error deleting file: {0},Erreur lors de la suppression du fichier : {0},Ошибка при удалении файла: {0},
Strings,Library.Message.DxfImportFailed,LOAD FAILED: {0},Échec de l'importation : {0},Ошибка импорта: {0},
Strings,Library.Message.DxfImportSuccess,DXF File Imported Successfully! {0} File,Importation DXF réussie ! Fichier {0},DXF-файл успешно импортирован! {0} файл(ов),
Strings,Library.Message.OpenFolderError,An error occurred while opening the folder: {0},Erreur lors de l'ouverture du dossier : {0},Ошибка при открытии папки: {0},
Strings,Library.NameLabel,Name:,Nom :,Имя:,
Strings,Library.NotesLabel,Notes:,Remarque :,Примечание:,
Strings,Library.PathLabel,Current Path..,Chemin actuel...,Текущий путь...,
Strings,Library.Reload,Re-read,  Relire,Перечитать,
Strings,Library.SelectDirectory,"Select
Directory","Sélectionner

dossier",Выбрать каталог,
Strings,Library.ThicknessLabel,Thickness:,Épaisseur :,Толщина:,
Strings,Localization.RestartRequired.Message,Language changes will take effect after reopening the page or restarting the application.,Le changement de langue prendra effet après la réouverture de la page ou le redémarrage du logiciel.,Смена языка вступит в силу после перезагрузки страницы или перезапуска ПО.,
Strings,Localization.RestartRequired.Title,Language Settings,Paramètres de langue,Настройки языка,
Strings,MainFrm.Action.ClearMessage,Reset,Effacer,Очистить,
Strings,MainFrm.Action.ColorSideFlip,"Colour
Side Flip","Couleur

Retournement",Цветовой боковой переворот,
Strings,MainFrm.Action.Confirm,OK,Confirmer,Подтвердить,
Strings,MainFrm.Action.Done,Done,Terminé,Завершить,
Strings,MainFrm.Action.FoldPreview,"Fold
Preview","Aperçu

cintrage",Предпросмотр гибки,
Strings,MainFrm.Action.ManualForce,"Man
Force","Manuel

Forcé",Ручное принудительное,
Strings,MainFrm.Action.Redo,Redo,Répéter,Повторить,
Strings,MainFrm.Action.ResetView,"Reset
View","Réinitialiser

vue",Сбросить вид,
Strings,MainFrm.Action.Save,Save,Enregistrer,Сохранить,
Strings,MainFrm.Action.SaveAs,Save As,Enregistrer sous,Сохранить как,
Strings,MainFrm.Action.SendSemiAuto,"Send to
Semi","Envoyer à

Semi-automatique",Отправить в полуавтомат,
Strings,MainFrm.Action.Undo,Undo,Annuler,Отменить,
Strings,MainFrm.Err.ControlCabinetEstop,★ Err : Emergency Stop of Control Cabinet____,★ Err : Arrêt d'urgence armoire principale____,★ Err : Аварийная остановка главного шкафа____,
Strings,MainFrm.Err.LubricationBlockage,★ Err : Lubrication Pump Blockage Alarm____,★ Err : Alarme colmatage graissage____,★ Err : Аварийная сигнализация засора смазки____,
Strings,MainFrm.Err.OilPumpBlockage,★ Err : Oil Pump Blockage Alarm____,★ Err : Alarme colmatage pompe à huile____,★ Err : Аварийная сигнализация засора маслонасоса____,
Strings,MainFrm.Err.OperationCabinetEstop,★ Err : Emergency Stop of Operation Cabinet____,★ Err : Arrêt d'urgence armoire verticale____,★ Err : Аварийная остановка шкафа____,
Strings,MainFrm.Err.PullRope,★ Err : Pull Rope Limit Switch Triggered____,★ Err : Fin de course corde déclenché____,★ Err : Сработал ограничитель троса____,
Strings,MainFrm.Exit.ConfirmMessage,Exit the program?,Confirmer la sortie ?,Выйти?,
Strings,MainFrm.Exit.ConfirmTitle,Exit Confirmation,Confirmation sortie,Подтверждение выхода,
Strings,MainFrm.FoldPreview.Layout," Fold
Order","  Agencement

  cintrage",Компоновка гибки,
Strings,MainFrm.Footer.Angle,deg,Angle,Угол,
Strings,MainFrm.Footer.ClampHeight,"CLAMP
HEIGHT","Pince

Hauteur",Высота зажима,
Strings,MainFrm.Footer.Mode,MODE,Mode,Режим,
Strings,MainFrm.Mode.Duplex,Duplex,Duplex,Двойной,
Strings,MainFrm.Mode.Heavy,Heavy,Lourd,Тяжёлый,
Strings,MainFrm.Mode.Light,Light,Léger,Лёгкий,
Strings,MainFrm.Mode.Simplex,Simplex,Simplex,Одинарный,
Strings,MainFrm.Nav.Auto,AUTO,Automatique,Авто,
Strings,MainFrm.Nav.Library,LIBRARY,Bibliothèque,Библиотека,
Strings,MainFrm.Nav.Manual,MANUAL,Manuel,Ручной,
Strings,MainFrm.Nav.Setup,SETUP,Paramètres,Настройки,
Strings,MainFrm.Nav.Slitter,SLITTER,Refendre,Разрезка на полосы,
Strings,MainFrm.OilLevel.Low,Oil Level Low,Niveau liquide bas,Низкий уровень жидкости,
Strings,MainFrm.OilLevel.Normal,Oil Level Normal,Niveau liquide normal,Уровень жидкости в норме,
Strings,MainFrm.Save.EmptyOrderData,The generated order data is empty and cannot be saved.,"Les données de commande générées sont vides, impossible d'enregistrer !","Сгенерированные данные заказа пусты, невозможно сохранить!",
Strings,MainFrm.Save.FailedMessage,Save failed: {0},Échec de l'enregistrement : {0},Ошибка сохранения: {0},
Strings,MainFrm.Save.FileDialogTitle,Save File,Enregistrer le fichier,Сохранить файл,
Strings,MainFrm.Save.FileFilter,Text files (*.ini)|*.ini,Fichiers texte (*.ini)|*.ini,Текстовые файлы (.ini)|.ini,
Strings,MainFrm.Save.LogCancelled,Save operation cancelled.,Opération d'enregistrement annulée.,Операция сохранения отменена.,
Strings,MainFrm.Save.LogCreateError,An error occurred while creating the new file: {0},Erreur lors de la création du nouveau fichier : {0},Ошибка при создании нового файла: {0},
Strings,MainFrm.Save.LogCreated,New file created and saved successfully.,Le nouveau fichier a été créé et enregistré avec succès.,Новый файл успешно создан и сохранён.,
Strings,MainFrm.Save.LogOverwritten,The file has been saved and overwritten.,Fichier enregistré et contenu écrasé.,Файл сохранён с перезаписью.,
Strings,MainFrm.Save.LogSaveError,An error occurred while saving the file: {0},Erreur lors de l'enregistrement du fichier : {0},Ошибка при сохранении файла: {0},
Strings,MainFrm.Save.LogSaved,File saved successfully: {0},Fichier enregistré avec succès : {0},Файл успешно сохранён: {0},
Strings,MainFrm.Save.SuccessMessage,File '{0}.ini' saved successfully.,Fichier '{0}.ini' enregistré avec succès !,Файл '{0}.ini' успешно сохранён!,
Strings,MainFrm.Save.SuccessTitle,Save Successful,Enregistrement réussi,Сохранение успешно,
Strings,MainFrm.Section.FoldPreview,FOLD PREVIEW,Aperçu cintrage,Предпросмотр гибки,
Strings,MainFrm.Section.JobSetup,JOB SETUP,Réglage fiche de travail,Настройка рабочего заказа,
Strings,MainFrm.Section.Production,PRODUCTION,Production de cintrage,Производство гибки,
Strings,MainFrm.Section.QuickDraw,QUICKDRAW,Dessin rapide,Быстрое построение чертежа,
Strings,MainFrm.StartupCheckRequired,"Before startup, all required checks must be completed.","Avant de démarrer, vous devez effectuer toutes les vérifications listées !",Перед запуском вы должны выполнить все перечисленные проверки!,
Strings,MainFrm.Status.BottomFold,BFold,Cintrage inférieur,Нижняя гибка,
Strings,MainFrm.Status.BottomSlide,BSlide,Glissière inférieure,Нижнее скольжение,
Strings,MainFrm.Status.ClampMoveFront,F,Avant,Передний,
Strings,MainFrm.Status.ClampMoveMiddle,M,Milieu,Средний,
Strings,MainFrm.Status.ClampMoveRear,B,Arrière,Задний,
Strings,MainFrm.Status.Couple,Couple,Accouplement,Сцепка,
Strings,MainFrm.Status.PlcMessage,PLC MSG,Message API :,Сообщение ПЛК:,
Strings,MainFrm.Status.PumpA,PumpA,Pompe A,Маслонасос A,
Strings,MainFrm.Status.PumpB,PumpB,Pompe B,Маслонасос B,
Strings,MainFrm.Status.Servo,Servo,Servo,Серводвигатель,
Strings,MainFrm.Status.TopFold,TFold,Cintrage supérieur,Верхняя гибка,
Strings,MainFrm.Status.TopSlide,TSlide,Glissière supérieure,Верхнее скольжение,
Strings,MainFrm.SwitchHeavyConfirm,You Want to Switch to Heavy Mode?,Confirmer le passage en mode lourd ?,Переключиться на тяжёлый режим?,
Strings,MainFrm.SwitchLightConfirm,You Want to Switch to Light Mode?,Confirmer le passage en mode léger ?,Переключиться на лёгкий режим?,
Strings,MainFrm.Taper.Off,OFF,Désactivé,Выкл.,
Strings,MainFrm.Taper.Setup,"Taper
Setup","Réglage

cône",Настройка конусности,
Strings,MainFrm.Tip.Empty, , , ,
Strings,MainFrm.Tip.LockBackGauge,Locking the Backgauge,Verrouiller butée arrière,Зажать губки,
Strings,MainFrm.Tip.LockClamp,Locking the Clamp,Serrer la pince,Управление ножом продольной резки,
Strings,MainFrm.Tip.OperateSlitter,Operate the Slitting Knife,Commander la lame de refendage,Ножной переключатель выдвижения стола,
Strings,MainFrm.Tip.PedalExtendTable,Pedal to Extend the Table,Sortir la table au pied,Нажмите «Гибка/Старт»,
Strings,MainFrm.Tip.PedalFoldStart,Pedal on Fold/Start,Cliquer sur Cintrage/Démarrer,Ножной переключатель втягивания стола,
Strings,MainFrm.Tip.PedalRetractTable,Pedal to Retract the Table,Rétracter la table au pied,Включение ножа продольной резки и задача продольной резки должны быть установлены одновременно,
Strings,MainFrm.Tip.SlitterSwitchMismatch,The Slitting Knife Switch and Slitting Task must be set together,Le commutateur du couteau de refendage et la tâche de refendage doivent être réglés simultanément,Разблокировать задний упор,
Strings,MainFrm.Tip.UnlockBackGauge,Unlocking the Backgauge,Déverrouiller butée arrière,♂ Msg :,
Strings,MainFrm.TipPrefix,♂ Msg : ,♂ Msg : ,"☆ Warn: Нижняя откидная плита, гибка не в нуле, скольжение запрещено",
Strings,MainFrm.Warn.BottomFoldNotHome,"☆ Warn: Bottom Apron, fold isn't at the origin, sliding is banned","☆ Warn: Volet inférieur, cintrage pas à l'origine, glissement interdit","☆ Warn: Нижняя откидная плита, скольжение не в нуле, гибка запрещена",
Strings,MainFrm.Warn.BottomSlideNotHome,"☆ Warn: Bottom Apron, slide isn't at the working point, folding is banned","☆ Warn: Volet inférieur, glissement pas à l'origine, cintrage interdit","☆ Warn: Верхняя откидная плита, гибка не в нуле, скольжение запрещено",
Strings,MainFrm.Warn.TopFoldNotHome,"☆ Warn: Top Apron, Fold isn't at the origin, sliding is banned","☆ Warn: Volet supérieur, cintrage pas à l'origine, glissement interdit","☆ Warn: Верхняя откидная плита, скольжение не в точке гибки, гибка запрещена",
Strings,MainFrm.Warn.TopSlideNotWork,"☆ Warn: Top Apron, slide isn't at the working point, folding is banned","☆ Warn: Volet supérieur, glissement pas au point de cintrage, cintrage interdit",Угол,
Strings,MainFrm.Worksheet.Angles,ANGLES,Angle,Размер угла,
Strings,MainFrm.Worksheet.AnglesDimensions,ANGLES & DIMS,Angle dimension,Размер,
Strings,MainFrm.Worksheet.Dimensions,DIMENSIONS,Dimension,Масштаб,
Strings,MainFrm.Worksheet.Scaled,SCALED,Échelle,Возврат откидной плиты в ноль,
Strings,Manual.Action.ApronDown,Apron Down,  Retourner volet à zéro  ,Возврат заднего упора в исходное положение,
Strings,Manual.Action.BackGaugeHome,Backgauge Home,  Retourner butée arrière au point d'origine,Копировать,
Strings,Manual.Action.Copy,Copy,    Copier  ,Удалить,
Strings,Manual.Action.Delete,Delete,    Supprimer  ,Загрузить полуавтомат в ПЛК,
Strings,Manual.Action.DownloadToPlc,"Download
to PLC","Télécharger

semi-automatique vers API",Перевернуть,
Strings,Manual.Action.Flip,Flip,  Retourner,Вставить после,
Strings,Manual.Action.InsertAfter,Insert After,  Insérer après,Вставить перед,
Strings,Manual.Action.InsertBefore,Insert Before,  Insérer avant,Загрузить материал,
Strings,Manual.Action.LoadMaterial,"Load
Material","  Charger

  matière",Полный сброс станка,
Strings,Manual.Action.MachineReset,Machine Reset,  Réinitialisation complète machine,Переместить задний упор,
Strings,Manual.Action.MoveBackGauge,"Move
Backgauge","    Déplacer 

   butée arrière",Переместить вниз,
Strings,Manual.Action.MoveDown,Move Down,    Descendre  ,Переместить загрузочный стол,
Strings,Manual.Action.MoveLoadingTables,"Move
Loading Tables","  Déplacer  

  table de chargement",Переместить вверх,
Strings,Manual.Action.MoveUp,Move Up,    Monter  ,Открытие сжатие,
Strings,Manual.Action.OpenSquash,"Open
Squash","  Ouverture

  Écrasement",Сбросить счёт,
Strings,Manual.Action.ResetCount,"Reset
Count","  Réinitialiser

  compteur",Двусторонняя откидная плита скольжения,
Strings,Manual.Action.SlideBothAprons,"Slide
Both Aprons","  Glissement  

  Volet bidirectionnel",Нижняя откидная плита скольжения,
Strings,Manual.Action.SlideBottomApron,"Slide
Bottom Apron","  Glissement  

  Volet inférieur",Верхняя откидная плита скольжения,
Strings,Manual.Action.SlideTopApron,"Slide
Top Apron","    Glissement  

  Volet supérieur",Разрезка на полосы,
Strings,Manual.Action.Slit,Slit,  Refendre,Устройство продольной резки в исходное положение,
Strings,Manual.Action.SlitterHome,Slitter Home,"    Refendeuse

    retour à l'origine",Сжатие,
Strings,Manual.Action.Squash,Squash,  Écrasement,Переключить повторный захват,
Strings,Manual.Action.ToggleRegrip,"Toggle
Regrip","    Changer  

   ressaisir",Подтвердить таблицу шагов,
Strings,Manual.ApplySteps,"Apply
Steps","Confirmer tableau

des étapes",Подтвердить таблицу шагов*,
Strings,Manual.ApplyStepsDirty,"Apply
Steps*","Confirmer tableau

des étapes*",Захват,
Strings,Manual.Error.ActionFailed,{0} failed: {1},Échec de {0} : {1},Не удалось выполнить {0}: {1},
Strings,Manual.Grip.Grip,GRIP,Saisir,Захват с перебегом,
Strings,Manual.Grip.OverGrip,OVERGRIP,Saisir avec dépassement,Толкание,
Strings,Manual.Grip.Push,PUSH,Pousser,Тип действия,
Strings,Manual.Label.ActionType,"ACTION
TYPE",Type d'action,Угол,
Strings,Manual.Label.Angle,ANGLE,Angle,Втягивание откидной плиты,
Strings,Manual.Label.ApronRetract,"APRON
RETRACT",Rétracter volet,Авто,
Strings,Manual.Label.Auto,AUTO,Automatique,Положение задней подачи,
Strings,Manual.Label.BackGaugePosition,"BACKGAUGE
POSITION",Position d'entraînement arrière,Переключатель задней подачи,
Strings,Manual.Label.BackGaugeSwitch,BACKGAUGE,Interrupteur d'entraînement arrière,Непрерывный,
Strings,Manual.Label.Continue,CONTINUE,Continu,Счёт,
Strings,Manual.Label.Count,COUNT,Compteur,Угол гибки,
Strings,Manual.Label.FoldAngle,"FOLD
ANGLE",Angle de cintrage,Режим гибки,
Strings,Manual.Label.FoldMode,FOLDMODE,Mode cintrage,Точка гибки,
Strings,Manual.Label.FoldPoint,FOLD,Point de cintrage,Тип захвата,
Strings,Manual.Label.GripType,"GRIP
TYPE",Type de saisie,Пошаговый,
Strings,Manual.Label.Jog,JOG,Pas à pas,Пружинение материала,
Strings,Manual.Label.MaterialSpringback,"MATERIAL
SPRINGBACK",Rebond matière,Следующий шаг,
Strings,Manual.Label.Next,NEXT,Suivant,Выкл.,
Strings,Manual.Label.Off,OFF,Désactivé,Толкание с одиночным шагом,
Strings,Manual.Label.OrderSummary,Name: {0}  Length: {1},Nom : {0}  Longueur : {1},Название: {0}  Длина: {1},
Strings,Manual.Label.PushStep,PUSH-Step,Pas unique après poussée,Разрезка на полосы,
Strings,Manual.Label.Slit,SLIT,Refendre,Точка продольной резки,
Strings,Manual.Label.SlitPoint,SLIT,Point de refendage,Старт,
Strings,Manual.Label.Start,START,Démarrer,Ручной старт,
Strings,Manual.Label.StartManual,"Start
Manual","Démarrer

manuel",Полуавтоматический старт,
Strings,Manual.Label.StartSemiAuto,"Start
Semi-Auto","Démarrer

semi-automatique",Шаг,
Strings,Manual.Label.Step,STEP,Étape,Стол закрыт,
Strings,Manual.Label.TableOff,TABLE OFF,Table fermée,Стол открыт,
Strings,Manual.Label.TableOn,TABLE ON,Table ouverte,Высота разжима зажима,
Strings,Manual.Label.UnclampHeight,"UNCLAMP
HEIGHT","Relâcher pince

  hauteur","Выполняется полный сброс станка, пожалуйста, подождите окончания текущего сброса.",
Strings,Manual.MachineReset.Blocked.Busy,Machine reset is already running.,"Réinitialisation complète machine en cours, veuillez attendre la fin de la réinitialisation actuelle.","Полный сброс станка уже выполняется, дождитесь завершения текущего сброса.",
Strings,Manual.MachineReset.Blocked.Mode,Machine reset is only allowed in manual mode.,"Actuellement pas en mode manuel, impossible de lancer la réinitialisation complète.","Текущий режим не ручной, полный сброс станка запрещён.",
Strings,Manual.MachineReset.Blocked.PlcOffline,PLC is offline. Machine reset is blocked.,"API non connecté, impossible de lancer la réinitialisation complète.","ПЛК не подключён, невозможно выполнить полный сброс станка.",
Strings,Manual.MachineReset.Confirm,Run machine reset now?,Confirmer l'exécution de la réinitialisation complète ?,Подтвердить полный сброс станка?,
Strings,Manual.MachineReset.Log.Completed,Msg: PLC confirmed machine reset complete,♂ Msg : Réinitialisation complète confirmée par l'API,♂ Msg : ПЛК подтвердил завершение полного сброса станка,
Strings,Manual.MachineReset.Log.Failed,"Warn: PLC reported machine reset failed. Check interlocks, posture, or unit tasks.","☆ Warn: L'API signale un échec de réinitialisation complète, vérifiez les interverrouillages, la posture ou les postes","☆ Warn: ПЛК сообщил об ошибке полного сброса, проверьте блокировки, положение и задачи узлов",
Strings,Manual.MachineReset.Log.Requested,Msg: machine reset request sent,♂ Msg : Demande de réinitialisation complète envoyée,♂ Msg : Запрос на полный сброс станка отправлен,
Strings,Manual.MachineReset.Log.Running,Msg: machine reset running,♂ Msg : Réinitialisation complète en cours,♂ Msg : Выполняется полный сброс станка,
Strings,Manual.MachineReset.Log.Timeout,Warn: PLC reported machine reset timeout. Check units and the PLC message pane.,"☆ Warn: L'API signale un délai de réinitialisation complète dépassé, vérifiez les postes et les messages PLC","☆ Warn: ПЛК сообщил о тайм-ауте полного сброса, проверьте рабочие позиции и сообщения PLC",
Strings,Manual.MachineReset.StatusCompleted,PLC Confirmed Complete,Fin confirmée par l'API,ПЛК подтвердил завершение сброса,
Strings,Manual.MachineReset.StatusFailed,Failed,Échec,Ошибка сброса,
Strings,Manual.MachineReset.StatusIdle,Idle,En attente,Ожидание,
Strings,Manual.MachineReset.StatusRequested,Request Sent,Demande envoyée,Запрос отправлен,
Strings,Manual.MachineReset.StatusRunning,Resetting,Réinitialisation en cours,Выполняется сброс,
Strings,Manual.MachineReset.StatusTimeout,Timed Out,Délai dépassé,Тайм-аут сброса,
Strings,Manual.Release.High,HIGH,Haut,Низкий,
Strings,Manual.Release.Low,LOW,Bas,Макс.,
Strings,Manual.Release.Maximum,MAX,Max,Средний,
Strings,Manual.Release.Medium,Medium,Moyen,Переворот,
Strings,Manual.Step.Flip,FLIP,Retourner,Гибка,
Strings,Manual.Step.Fold,BEND,Cintrage,Открытое сжатие,
Strings,Manual.Step.OpenSquash,OPEN SQUASH,Ouverture-écrasement,Разрезка,
Strings,Manual.Step.Slit,SLIT,Refendage,Сжатие,
Strings,Manual.Step.Squash,SQUASH,Écrasement,Переворот,
Strings,SemiAuto.Action.FlipPrefix,FLIP ,Retourner ,Гибка,
Strings,SemiAuto.Action.FoldPrefix,BEND ,Cintrage ,Открытое сжатие,
Strings,SemiAuto.Action.OpenSquashPrefix,OPEN ,Ouverture-écrasement ,Разрезка,
Strings,SemiAuto.Action.SlitPrefix,SLIT ,Refendage ,Сжатие,
Strings,SemiAuto.Action.SquashPrefix,SQU ,Écrasement ,Серворасцепка — возврат в ноль,
Strings,Setting.Action.AddAngleMap,  Add, Ajouter, Добав.,
Strings,Setting.Action.DecoupleServoZero,"Decouple
 Servo Zero","Découplage servo

  retour à zéro","Развязка
серво, ноль",
Strings,Setting.Action.DeleteAngleMap, Delete, Suppr., Удал.,
Strings,Setting.Action.DownloadAngleMap,Download,  Télécharger,Загрузить,
Strings,Setting.Action.LoadAdvancedParameters,"Load 
Adv. Para","  Importer  

paramètres avancés","Импорт
расш. парам.",
Strings,Setting.Action.LoadImageFile,"Load 
Image File","  Importer  

fichier image","Импорт
файла карты",
Strings,Setting.Action.SaveAngleMap,Save,  Enregistrer,Сохранить,
Strings,Setting.AdvancedParametersUpdated,Advanced parameter update and PLC writing completed!,Mise à jour paramètres avancés et écriture API terminées !,Величина компенсации нижней откидной плиты,
Strings,Setting.AngleMap.AtLeastOneRemain,At least one angle table must remain.,Au moins une table d'angle doit être conservée.,Нужно оставить хотя бы одну таблицу углов.,
Strings,Setting.AngleMap.BottomApron,Bottom apron,volet inférieur,нижней балки,
Strings,Setting.AngleMap.BottomOffset,Bottom Offset,Valeur de compensation volet inférieur,Компенсация нижней балки,
Strings,Setting.AngleMap.CapacityFull,Angle table capacity is full.,La capacité des tables d'angle est atteinte.,Достигнут предел количества таблиц углов.,
Strings,Setting.AngleMap.DeleteConfirm,Delete angle table {0}?,Supprimer la table d'angle {0} ?,Удалить таблицу углов {0}?,
Strings,Setting.AngleMap.EffectiveOffsetOutOfRange,{0} row {1} final offset {2} is outside -180 to 180 degrees.,La compensation finale {2} de la ligne {1} pour {0} est hors de la plage -180 à 180 degrés.,Итоговая компенсация {2} в строке {1} для {0} выходит за пределы от -180 до 180 градусов.,
Strings,Setting.AngleMap.FoldAngleRange,"Fold Angle Range
  (Forming Angle)","Plage d'angle du volet

  (angle formé)","Диапазон угла балки

(угол формования)",
Strings,Setting.AngleMap.Half,Half,Moitié,Половина,
Strings,Setting.AngleMap.InvalidTable,Invalid angle table.,Table d'angle invalide.,Таблица углов недействительна.,
Strings,Setting.AngleMap.MachineGauge,Measured Forming Angle Offset,Décalage angle formé mesuré,Смещение измеренного угла формовки,
Strings,Setting.AngleMap.Material,Material,Matériau,Материал,
Strings,Setting.AngleMap.MeasuredOffsetNumeric,Measured forming angle offset must be numeric.,Le décalage mesuré de l'angle formé doit être numérique.,Измеренное смещение угла формовки должно быть числом.,
Strings,Setting.AngleMap.MeasuredOffsetOutOfRange,Measured forming angle offset {0} is outside -180 to 180 degrees.,Le décalage mesuré de l'angle formé {0} est hors de la plage -180 à 180 degrés.,Измеренное смещение угла формовки {0} выходит за пределы от -180 до 180 градусов.,
Strings,Setting.AngleMap.MeasuredOffsetRange,Measured forming angle offset must be between -180 and 180 degrees.,Le décalage mesuré de l'angle formé doit être compris entre -180 et 180 degrés.,Измеренное смещение угла формовки должно быть в пределах от -180 до 180 градусов.,
Strings,Setting.AngleMap.NewTablePrefix,New Angle Map,Nouvelle table angle,Новая карта углов,
Strings,Setting.AngleMap.OffsetHint,"Forming Angle is insufficient, add the offset value;
Forming Angle is excessive, reduce the offset value","Si l'angle formé est insuffisant, augmenter la compensation ;

si l'angle formé est excessif, diminuer la compensation.","Если угол формовки недостаточен, увеличьте компенсацию;
если угол формовки превышен, уменьшите компенсацию.",
Strings,Setting.AngleMap.OffsetNumeric,Angle offset must be numeric.,La valeur de compensation d'angle doit être numérique.,Значение компенсации угла должно быть числом.,
Strings,Setting.AngleMap.OffsetOutOfRange,{0} row {1} angle offset {2} is outside -180 to 180 degrees.,La compensation d'angle {2} de la ligne {1} pour {0} est hors de la plage -180 à 180 degrés.,Компенсация угла {2} в строке {1} для {0} выходит за пределы от -180 до 180 градусов.,
Strings,Setting.AngleMap.OffsetRange,Angle offset must be between -180 and 180 degrees.,La compensation d'angle doit être comprise entre -180 et 180 degrés.,Компенсация угла должна быть в пределах от -180 до 180 градусов.,
Strings,Setting.AngleMap.SelectCopySource,Select an angle table to copy first.,Sélectionnez d'abord une table d'angle à copier.,Сначала выберите таблицу углов для копирования.,
Strings,Setting.AngleMap.SelectDeleteTarget,Select an angle table to delete first.,Sélectionnez d'abord une table d'angle à supprimer.,Сначала выберите таблицу углов для удаления.,
Strings,Setting.AngleMap.SelectOrAddFirst,Add or select an angle table first.,Ajoutez ou sélectionnez d'abord une table d'angle.,Сначала добавьте или выберите таблицу углов.,
Strings,Setting.AngleMap.Strength,Strength,Résistance,Прочность,
Strings,Setting.AngleMap.TableName,Table Name,Nom du tableau,Название таблицы,
Strings,Setting.AngleMap.TableNameExists,Table name already exists.,Le nom du tableau existe déjà. Veuillez le modifier.,Имя таблицы уже существует. Укажите другое.,
Strings,Setting.AngleMap.TableNameRequired,Table name cannot be empty.,Le nom du tableau ne peut pas être vide.,Имя таблицы не может быть пустым.,
Strings,Setting.AngleMap.Thickness,Thickness,Épaisseur,Толщина,
Strings,Setting.AngleMap.Title,Angle Mapping,Mappage d'angle,Карта углов,
Strings,Setting.AngleMap.TopApron,Top apron,volet supérieur,верхней балки,
Strings,Setting.AngleMap.TopOffset,Top Offset,Valeur de compensation volet supérieur,Компенсация верхней балки,
Strings,Setting.AngleMapUpdated,Image data update and PLC writing completed!,Mise à jour données image et écriture API terminées !,Обновление данных отображения и запись в ПЛК выполнены!,
Strings,Setting.BackGauge.BottomApronZero,Bottom Apron Zero Position,Zéro volet inférieur,Нулевое положение нижней откидной плиты,
Strings,Setting.BackGauge.DownsideSquashStop,"Backstop
 - Dnside Squash (AUTO)","Position d'arrêt butée arrière

 - Écrasement inférieur (auto uniquement)",Положение остановки заднего упора - нижнее сжатие (только автоматический),
Strings,Setting.BackGauge.MaxPosition,Backgauge Max Pos,Position max butée arrière ,Максимальное положение заднего упора,
Strings,Setting.BackGauge.MinPosition,Backgauge Min Pos,Position min butée arrière,Минимальное положение заднего упора,
Strings,Setting.BackGauge.OpenDownsideSquashStop,"Backstop
 - Open Dnside Squash (AUTO)","Position d'arrêt butée arrière 

 - Écrasement inférieur ouvert (auto uniquement)",Положение остановки заднего упора - открытое нижнее сжатие (только автоматический),
Strings,Setting.BackGauge.OpenUpsideSquashStop,"Backstop
 - Open Upside Squash (AUTO)","Position d'arrêt butée arrière

 - Écrasement supérieur ouvert (auto uniquement)",Положение остановки заднего упора - открытое верхнее сжатие (только автоматический),
Strings,Setting.BackGauge.OutsideSquashStop,"Backstop
 - Outside Squash (AUTO)","Position d'arrêt butée arrière

 - Écrasement vers l'extérieur (auto uniquement)",Положение остановки заднего упора - наружное сжатие (только автоматический),
Strings,Setting.BackGauge.SlitOffset,Slit Offset,Décalage refendage,Смещение продольной резки,
Strings,Setting.BackGauge.TopApronZero,Top Apron Zero Position,Zéro volet supérieur,Нулевое положение верхней откидной плиты,
Strings,Setting.BackGauge.UpsideSquashStop,"Backstop
 - Upside Squash (AUTO)","Position d'arrêt butée arrière

 - Écrasement supérieur (auto uniquement)",Положение остановки заднего упора - верхнее сжатие (только автоматический),
Strings,Setting.Clamp.DefaultApronRetract,Default Apron Retract,Valeur de rétractation par défaut de la glissière,Значение втягивания скользящего стола по умолчанию,
Strings,Setting.Clamp.HalfClamp,Half Clamp,Demi-pince,Полузажим,
